Index,Wastewater Treatment Plant,County,Date,Population Served,Viral Gene Copies Per Person,Viral Gene Copies/L
450,Cary 2,Wake,4/21/2022,74331,22810302,78636
451,Cary 2,Wake,4/19/2022,74331,8256712,24066
452,Cary 2,Wake,4/14/2022,74331,8080711,29939
453,Cary 2,Wake,4/12/2022,74331,8383722,30486
454,Cary 2,Wake,4/7/2022,74331,9064776,29247
455,Cary 2,Wake,4/5/2022,74331,3360454,11146
456,Cary 2,Wake,3/31/2022,74331,1279765,4332
457,Cary 2,Wake,3/29/2022,74331,2303691,7874
458,Cary 2,Wake,3/24/2022,74331,1377241,4560
459,Cary 2,Wake,3/22/2022,74331,2837925,9565
460,Cary 2,Wake,3/17/2022,74331,966972,3203
461,Cary 2,Wake,3/15/2022,74331,772764,2624
462,Cary 2,Wake,3/10/2022,74331,2043816,7030
463,Cary 2,Wake,3/8/2022,74331,3110765,11718
464,Cary 2,Wake,3/3/2022,74331,3011845,11138
465,Cary 2,Wake,3/1/2022,74331,6283856,22562
466,Cary 2,Wake,2/24/2022,74331,4016901,13502
467,Cary 2,Wake,2/22/2022,74331,2768290,10121
468,Cary 2,Wake,2/17/2022,74331,7164905,26546
469,Cary 2,Wake,2/10/2022,74331,6776605,23775
470,Cary 2,Wake,2/8/2022,74331,24788259,68077
471,Cary 2,Wake,2/3/2022,74331,20902924,69865
472,Cary 2,Wake,2/1/2022,74331,17967753,67448
473,Cary 2,Wake,1/27/2022,74331,14612581,50508
474,Cary 2,Wake,1/25/2022,74331,22173680,73685
475,Cary 2,Wake,1/21/2022,74331,36837721,122602
476,Cary 2,Wake,1/19/2022,74331,37809641,125794
477,Cary 2,Wake,1/13/2022,74331,68744021,245432
478,Cary 2,Wake,1/11/2022,74331,41866391,137936
479,Cary 2,Wake,1/6/2022,74331,57160039,186477
480,Cary 2,Wake,1/4/2022,74331,98514570,161622
481,Cary 2,Wake,12/30/2021,74331,38154501,149842
482,Cary 2,Wake,12/28/2021,74331,40845307,160410
483,Cary 2,Wake,12/21/2021,74331,11881191,42288
484,Cary 2,Wake,12/16/2021,74331,6933226,26637
485,Cary 2,Wake,12/14/2021,74331,4078621,15452
486,Cary 2,Wake,12/9/2021,74331,5235780,19039
487,Cary 2,Wake,12/7/2021,74331,5001389,19159
488,Cary 2,Wake,12/2/2021,74331,5759625,21596
489,Cary 2,Wake,11/30/2021,74331,5074145,18997
490,Cary 2,Wake,11/23/2021,74331,6884836,19593
491,Cary 2,Wake,11/18/2021,74331,1218344,5328
492,Cary 2,Wake,11/16/2021,74331,3068957,11556
493,Cary 3,Wake,9/27/2023,75886,43074299,117485
494,Cary 3,Wake,9/22/2023,75886,54556329,161550
495,Cary 3,Wake,9/20/2023,75886,42162791,116104
496,Cary 3,Wake,9/15/2023,75886,71290990,196585
497,Cary 3,Wake,9/13/2023,75886,48745930,134417
498,Cary 3,Wake,9/8/2023,75886,75660639,220141
499,Cary 3,Wake,9/6/2023,75886,44704119,123782
500,Cary 3,Wake,9/1/2023,75886,47048465,133785
501,Cary 3,Wake,8/30/2023,75886,58315243,162820
502,Cary 3,Wake,8/25/2023,75886,27389948,84216
503,Cary 3,Wake,8/23/2023,75886,46955725,134860
504,Cary 3,Wake,8/18/2023,75886,70725391,204889
505,Cary 3,Wake,8/16/2023,75886,58443279,164784
506,Cary 3,Wake,8/11/2023,75886,44697720,131002
507,Cary 3,Wake,8/9/2023,75886,89163495,253182
508,Cary 3,Wake,8/4/2023,75886,46327679,135780
509,Cary 3,Wake,8/2/2023,75886,59049445,166259
510,Cary 3,Wake,7/28/2023,75886,47113876,132840
511,Cary 3,Wake,7/26/2023,75886,39770097,108472
512,Cary 3,Wake,7/21/2023,75886,42231140,115185
513,Cary 3,Wake,7/19/2023,75886,26952143,74015
514,Cary 3,Wake,7/14/2023,75886,43449921,127532
515,Cary 3,Wake,7/12/2023,75886,22377326,60296
516,Cary 3,Wake,7/7/2023,75886,32367963,95284
517,Cary 3,Wake,6/29/2023,75886,27829032,77592
518,Cary 3,Wake,6/27/2023,75886,15363570,41011
519,Cary 3,Wake,6/23/2023,75886,16631275,43869
520,Cary 3,Wake,6/21/2023,75886,18094076,46986
521,Cary 3,Wake,6/15/2023,75886,7194128,20841
522,Cary 3,Wake,6/13/2023,75886,17989345,52266
523,Cary 3,Wake,6/8/2023,75886,14871287,42957
524,Cary 3,Wake,6/6/2023,75886,16475399,43062
525,Cary 3,Wake,6/2/2023,75886,27959092,76051
526,Cary 3,Wake,5/31/2023,75886,12794666,34568
527,Cary 3,Wake,5/25/2023,75886,16897652,48531
528,Cary 3,Wake,5/23/2023,75886,13786779,37706
529,Cary 3,Wake,5/18/2023,75886,15383444,42246
530,Cary 3,Wake,5/16/2023,75886,10335084,27552
531,Cary 3,Wake,5/11/2023,75886,5883114,15478
532,Cary 3,Wake,5/9/2023,75886,61767340,162500
533,Cary 3,Wake,5/4/2023,75886,33755681,210548
534,Cary 3,Wake,5/2/2023,75886,40177841,93331
535,Cary 3,Wake,4/27/2023,75886,21034007,55120
536,Cary 3,Wake,4/25/2023,75886,38808070,97737
537,Cary 3,Wake,4/20/2023,75886,28275805,71212
538,Cary 3,Wake,4/18/2023,75886,37181857,87384
539,Cary 3,Wake,4/13/2023,75886,23916617,59634
540,Cary 3,Wake,4/11/2023,75886,23048382,52209
541,Cary 3,Wake,4/6/2023,75886,31552517,89849
542,Cary 3,Wake,4/4/2023,75886,60318072,169593
543,Cary 3,Wake,3/30/2023,75886,55592245,137588
544,Cary 3,Wake,3/28/2023,75886,38710114,95924
545,Cary 3,Wake,3/23/2023,75886,37563656,104299
546,Cary 3,Wake,3/21/2023,75886,30989105,81958
547,Cary 3,Wake,3/16/2023,75886,15254095,40026
548,Cary 3,Wake,3/14/2023,75886,10854796,26635
549,Cary 3,Wake,3/9/2023,75886,29894611,79272
550,Cary 3,Wake,3/7/2023,75886,26847636,69989
551,Cary 3,Wake,3/2/2023,75886,31609569,84490
552,Cary 3,Wake,2/28/2023,75886,28249861,75510
553,Cary 3,Wake,2/23/2023,75886,36717913,103093
554,Cary 3,Wake,2/21/2023,75886,23597883,62164
555,Cary 3,Wake,2/16/2023,75886,36716721,98536
556,Cary 3,Wake,2/14/2023,75886,44602113,106066
557,Cary 3,Wake,2/9/2023,75886,41568618,108506
558,Cary 3,Wake,2/7/2023,75886,50895384,132852
559,Cary 3,Wake,2/2/2023,75886,47563755,125133
560,Cary 3,Wake,1/31/2023,75886,56478451,150362
561,Cary 3,Wake,1/26/2023,75886,28451560,203703
562,Cary 3,Wake,1/24/2023,75886,31835099,116036
563,Cary 3,Wake,1/19/2023,75886,35153804,167394
564,Cary 3,Wake,1/17/2023,75886,22294335,106160
565,Cary 3,Wake,1/12/2023,75886,47565476,136027
566,Cary 3,Wake,1/10/2023,75886,28038385,77636
567,Cary 3,Wake,1/5/2023,75886,95768915,253283
568,Cary 3,Wake,1/3/2023,75886,73498185,189386
569,Cary 3,Wake,12/29/2022,75886,59587098,172124
570,Cary 3,Wake,12/27/2022,75886,106196934,268127
571,Cary 3,Wake,12/22/2022,75886,117916738,338665
572,Cary 3,Wake,12/20/2022,75886,110831368,307734
573,Cary 3,Wake,12/15/2022,75886,66230450,194112
574,Cary 3,Wake,12/13/2022,75886,42580161,124071
575,Cary 3,Wake,12/8/2022,75886,45455089,130925
576,Cary 3,Wake,12/6/2022,75886,52357753,142418
577,Cary 3,Wake,12/1/2022,75886,58459721,150635
578,Cary 3,Wake,11/29/2022,75886,42032166,114022
579,Cary 3,Wake,11/24/2022,75886,18540867,114225
580,Cary 3,Wake,11/22/2022,75886,25548051,72750
581,Cary 3,Wake,11/17/2022,75886,10454631,30958
582,Cary 3,Wake,11/10/2022,75886,3693899,11428
583,Cary 3,Wake,11/3/2022,75886,77026936,231856
584,Cary 3,Wake,10/27/2022,75886,25227779,76281
585,Cary 3,Wake,10/25/2022,75886,18094868,53033
586,Cary 3,Wake,10/20/2022,75886,25744130,78315
587,Cary 3,Wake,10/18/2022,75886,15098644,43551
588,Cary 3,Wake,10/13/2022,75886,10174078,30083
589,Cary 3,Wake,10/11/2022,75886,14912576,42525
590,Cary 3,Wake,10/6/2022,75886,56323298,167029
591,Cary 3,Wake,10/4/2022,75886,98527615,279771
592,Cary 3,Wake,9/29/2022,75886,30202755,92298
593,Cary 3,Wake,9/27/2022,75886,11797406,58686
594,Cary 3,Wake,9/22/2022,75886,31994115,97475
595,Cary 3,Wake,9/20/2022,75886,36310016,108805
596,Cary 3,Wake,9/15/2022,75886,26892789,82308
597,Cary 3,Wake,9/13/2022,75886,31900700,92818
598,Cary 3,Wake,9/10/2022,75886,31421010,94296
599,Cary 3,Wake,9/7/2022,75886,48454444,143270
600,Cary 3,Wake,9/1/2022,75886,28822299,85221
601,Cary 3,Wake,8/30/2022,75886,40850432,117493
602,Cary 3,Wake,8/25/2022,75886,50585292,158947
603,Cary 3,Wake,8/23/2022,75886,43906588,116737
604,Cary 3,Wake,8/18/2022,75886,32768237,104105
605,Cary 3,Wake,8/16/2022,75886,41733248,125620
606,Cary 3,Wake,8/11/2022,75886,40796808,125630
607,Cary 3,Wake,8/9/2022,75886,80804889,239985
608,Cary 3,Wake,8/4/2022,75886,62350011,191707
609,Cary 3,Wake,8/2/2022,75886,59798414,177072
610,Cary 3,Wake,7/28/2022,75886,98152592,284345
611,Cary 3,Wake,7/26/2022,75886,91861975,268449
612,Cary 3,Wake,7/21/2022,75886,74685265,235782
613,Cary 3,Wake,7/19/2022,75886,103440971,320013
614,Cary 3,Wake,7/14/2022,75886,65615565,200824
615,Cary 3,Wake,7/12/2022,75886,70064622,215427
616,Cary 3,Wake,7/7/2022,75886,27498612,236595
617,Cary 3,Wake,7/5/2022,75886,80440528,264794
618,Cary 3,Wake,6/30/2022,75886,45838430,146559
619,Cary 3,Wake,6/28/2022,75886,100330663,319259
620,Cary 3,Wake,6/23/2022,75886,68076692,225576
621,Cary 3,Wake,6/21/2022,75886,68087877,218743
622,Cary 3,Wake,6/16/2022,75886,113485169,350006
623,Cary 3,Wake,6/14/2022,75886,99688711,293030
624,Cary 3,Wake,6/9/2022,75886,189071999,543027
625,Cary 3,Wake,6/7/2022,75886,110416681,312072
626,Cary 3,Wake,6/2/2022,75886,36581447,105670
627,Cary 3,Wake,5/31/2022,75886,172310073,477114
628,Cary 3,Wake,5/26/2022,75886,173448513,509096
629,Cary 3,Wake,5/24/2022,75886,171186102,484714
630,Cary 3,Wake,5/19/2022,75886,66334927,207137
631,Cary 3,Wake,5/17/2022,75886,170213122,554029
632,Cary 3,Wake,5/12/2022,75886,77592336,241162
633,Cary 3,Wake,5/10/2022,75886,41190487,153599
634,Cary 3,Wake,5/5/2022,75886,25112003,133180
635,Cary 3,Wake,5/3/2022,75886,68878675,203061
636,Cary 3,Wake,4/28/2022,75886,38856959,227104
637,Cary 3,Wake,4/26/2022,75886,66854140,185781
638,Cary 3,Wake,4/21/2022,75886,44056148,130457
639,Cary 3,Wake,4/19/2022,75886,18024668,61327
640,Cary 3,Wake,4/14/2022,75886,16372009,53454
641,Cary 3,Wake,4/12/2022,75886,8036248,25531
642,Cary 3,Wake,4/7/2022,75886,12544464,36184
643,Cary 3,Wake,4/5/2022,75886,4678644,13854
644,Cary 3,Wake,3/31/2022,75886,6017542,18032
645,Cary 3,Wake,3/29/2022,75886,4556195,13257
646,Cary 3,Wake,3/24/2022,75886,2387939,6948
647,Cary 3,Wake,3/22/2022,75886,2257193,6567
648,Cary 3,Wake,3/17/2022,75886,2888334,7998
649,Cary 3,Wake,3/15/2022,75886,3985301,11596
650,Cary 3,Wake,3/10/2022,75886,4414518,24583
651,Cary 3,Wake,3/8/2022,75886,7853923,28900
652,Cary 3,Wake,3/3/2022,75886,8554177,26546
653,Cary 3,Wake,3/1/2022,75886,9897848,29704
654,Cary 3,Wake,2/24/2022,75886,5687479,42386
655,Cary 3,Wake,2/22/2022,75886,22130621,65436
656,Cary 3,Wake,2/17/2022,75886,12100097,37376
657,Cary 3,Wake,2/15/2022,75886,6852526,20352
658,Cary 3,Wake,2/10/2022,75886,17211084,52277
659,Cary 3,Wake,2/3/2022,75886,64679230,197056
660,Cary 3,Wake,2/1/2022,75886,33361859,98936
661,Cary 3,Wake,1/27/2022,75886,43090800,134367
662,Cary 3,Wake,1/25/2022,75886,45230707,125936
663,Cary 3,Wake,1/19/2022,75886,45823470,260603
664,Cary 3,Wake,1/13/2022,75886,83668608,343851
665,Cary 3,Wake,1/11/2022,75886,96646761,262531
666,Cary 3,Wake,1/6/2022,75886,112156227,476356
667,Cary 3,Wake,1/4/2022,75886,103846232,193657
668,Cary 3,Wake,12/30/2021,75886,85775018,262524
669,Cary 3,Wake,12/28/2021,75886,51510097,156221
670,Cary 3,Wake,12/14/2021,75886,17660042,52919
671,Cary 3,Wake,12/9/2021,75886,8063296,32881
672,Cary 3,Wake,12/7/2021,75886,3673349,11074
673,Cary 3,Wake,12/2/2021,75886,12241550,36628
674,Cary 3,Wake,11/23/2021,75886,2077296,5857
675,Cary 3,Wake,11/18/2021,75886,1404120,4304
676,Cary 3,Wake,11/16/2021,75886,2049339,13694
677,Chapel Hill - Carrboro,Orange,9/27/2023,78141,29961439,79743
678,Chapel Hill - Carrboro,Orange,9/23/2023,78141,46443442,131116
679,Chapel Hill - Carrboro,Orange,9/20/2023,78141,37673032,96726
680,Chapel Hill - Carrboro,Orange,9/16/2023,78141,34152371,92641
681,Chapel Hill - Carrboro,Orange,9/13/2023,78141,37346705,95201
682,Chapel Hill - Carrboro,Orange,9/9/2023,78141,44572321,115633
683,Chapel Hill - Carrboro,Orange,9/6/2023,78141,72647068,211633
684,Chapel Hill - Carrboro,Orange,9/2/2023,78141,89555285,252412
685,Chapel Hill - Carrboro,Orange,8/30/2023,78141,149853109,364828
686,Chapel Hill - Carrboro,Orange,8/26/2023,78141,97963939,275698
687,Chapel Hill - Carrboro,Orange,8/23/2023,78141,77090086,200245
688,Chapel Hill - Carrboro,Orange,8/19/2023,78141,32104033,86766
689,Chapel Hill - Carrboro,Orange,8/16/2023,78141,30338847,82546
690,Chapel Hill - Carrboro,Orange,8/12/2023,78141,27438073,72318
691,Chapel Hill - Carrboro,Orange,8/9/2023,78141,16644001,47266
692,Chapel Hill - Carrboro,Orange,8/5/2023,78141,40991857,125714
693,Chapel Hill - Carrboro,Orange,8/2/2023,78141,13143196,35774
694,Chapel Hill - Carrboro,Orange,7/29/2023,78141,19845200,53867
695,Chapel Hill - Carrboro,Orange,7/26/2023,78141,42502525,115580
696,Chapel Hill - Carrboro,Orange,7/22/2023,78141,30301308,76626
697,Chapel Hill - Carrboro,Orange,7/19/2023,78141,15444716,40895
698,Chapel Hill - Carrboro,Orange,7/15/2023,78141,15157945,41754
699,Chapel Hill - Carrboro,Orange,7/12/2023,78141,4240558,10997
700,Chapel Hill - Carrboro,Orange,7/8/2023,78141,43102978,117460
701,Chapel Hill - Carrboro,Orange,7/1/2023,78141,10982675,32490
702,Chapel Hill - Carrboro,Orange,6/28/2023,78141,2457590,6675
703,Chapel Hill - Carrboro,Orange,6/24/2023,78141,2148612,3797
704,Chapel Hill - Carrboro,Orange,6/21/2023,78141,1708247,5096
705,Chapel Hill - Carrboro,Orange,6/17/2023,78141,7710681,23792
706,Chapel Hill - Carrboro,Orange,6/14/2023,78141,999863,2957
707,Chapel Hill - Carrboro,Orange,6/10/2023,78141,1414208,4338
708,Chapel Hill - Carrboro,Orange,6/7/2023,78141,229718,0
709,Chapel Hill - Carrboro,Orange,6/3/2023,78141,1402661,4271
710,Chapel Hill - Carrboro,Orange,5/31/2023,78141,2360965,6713
711,Chapel Hill - Carrboro,Orange,5/27/2023,78141,4120873,13292
712,Chapel Hill - Carrboro,Orange,5/24/2023,78141,2597400,8149
713,Chapel Hill - Carrboro,Orange,5/20/2023,78141,1910838,5844
714,Chapel Hill - Carrboro,Orange,5/17/2023,78141,4002890,11958
715,Chapel Hill - Carrboro,Orange,5/13/2023,78141,6132187,17879
716,Chapel Hill - Carrboro,Orange,5/10/2023,78141,2024778,5471
717,Chapel Hill - Carrboro,Orange,5/6/2023,78141,2951083,7558
718,Chapel Hill - Carrboro,Orange,5/3/2023,78141,3555409,6246
719,Chapel Hill - Carrboro,Orange,4/29/2023,78141,5705761,15277
720,Chapel Hill - Carrboro,Orange,4/26/2023,78141,2290759,6263
721,Chapel Hill - Carrboro,Orange,4/22/2023,78141,360699,0
722,Chapel Hill - Carrboro,Orange,4/19/2023,78141,1709383,3992
723,Chapel Hill - Carrboro,Orange,4/15/2023,78141,3506191,8281
724,Chapel Hill - Carrboro,Orange,4/12/2023,78141,14969701,26778
725,Chapel Hill - Carrboro,Orange,4/7/2023,78141,8640098,23686
726,Chapel Hill - Carrboro,Orange,3/29/2023,78141,15316193,35169
727,Chapel Hill - Carrboro,Orange,3/25/2023,78141,18360466,51566
728,Chapel Hill - Carrboro,Orange,3/22/2023,78141,4468683,12267
729,Chapel Hill - Carrboro,Orange,3/18/2023,78141,3414917,10681
730,Chapel Hill - Carrboro,Orange,3/15/2023,78141,3259035,9104
731,Chapel Hill - Carrboro,Orange,3/11/2023,78141,8185219,22650
732,Chapel Hill - Carrboro,Orange,3/8/2023,78141,13480773,36000
733,Chapel Hill - Carrboro,Orange,3/4/2023,78141,5541873,12209
734,Chapel Hill - Carrboro,Orange,3/1/2023,78141,8908058,24850
735,Chapel Hill - Carrboro,Orange,2/25/2023,78141,11534535,31125
736,Chapel Hill - Carrboro,Orange,2/22/2023,78141,21055775,56921
737,Chapel Hill - Carrboro,Orange,2/18/2023,78141,26101499,66643
738,Chapel Hill - Carrboro,Orange,2/15/2023,78141,26552033,45867
739,Chapel Hill - Carrboro,Orange,2/11/2023,78141,25501758,67361
740,Chapel Hill - Carrboro,Orange,2/8/2023,78141,14891799,37779
741,Chapel Hill - Carrboro,Orange,2/4/2023,78141,16604670,36770
742,Chapel Hill - Carrboro,Orange,2/1/2023,78141,29238827,72111
743,Chapel Hill - Carrboro,Orange,1/28/2023,78141,27770710,53327
744,Chapel Hill - Carrboro,Orange,1/25/2023,78141,26362789,60000
745,Chapel Hill - Carrboro,Orange,1/21/2023,78141,37648473,104881
746,Chapel Hill - Carrboro,Orange,1/18/2023,78141,10435325,29268
747,Chapel Hill - Carrboro,Orange,1/14/2023,78141,16513875,44503
748,Chapel Hill - Carrboro,Orange,1/11/2023,78141,24857477,65955
749,Chapel Hill - Carrboro,Orange,1/7/2023,78141,13912452,37249
750,Chapel Hill - Carrboro,Orange,1/4/2023,78141,40429784,118717
751,Chapel Hill - Carrboro,Orange,12/31/2022,78141,49932719,165982
752,Chapel Hill - Carrboro,Orange,12/21/2022,78141,10715904,33720
753,Chapel Hill - Carrboro,Orange,12/17/2022,78141,61701908,102470
754,Chapel Hill - Carrboro,Orange,12/14/2022,78141,18784237,57446
755,Chapel Hill - Carrboro,Orange,12/10/2022,78141,6850849,18881
756,Chapel Hill - Carrboro,Orange,12/7/2022,78141,8188262,23574
757,Chapel Hill - Carrboro,Orange,12/3/2022,78141,20066384,52500
758,Chapel Hill - Carrboro,Orange,11/30/2022,78141,12729271,32084
759,Chapel Hill - Carrboro,Orange,11/23/2022,78141,9413830,27103
760,Chapel Hill - Carrboro,Orange,11/19/2022,78141,2161569,6581
761,Chapel Hill - Carrboro,Orange,11/16/2022,78141,2065917,6423
762,Chapel Hill - Carrboro,Orange,11/12/2022,78141,5909634,18625
763,Chapel Hill - Carrboro,Orange,11/9/2022,78141,3980375,12374
764,Chapel Hill - Carrboro,Orange,11/5/2022,78141,7957072,23499
765,Chapel Hill - Carrboro,Orange,11/2/2022,78141,10641243,31882
766,Chapel Hill - Carrboro,Orange,10/29/2022,78141,7568747,23495
767,Chapel Hill - Carrboro,Orange,10/26/2022,78141,6322859,19481
768,Chapel Hill - Carrboro,Orange,10/22/2022,78141,6749989,22583
769,Chapel Hill - Carrboro,Orange,10/19/2022,78141,1490243,3889
770,Chapel Hill - Carrboro,Orange,10/15/2022,78141,7487493,21260
771,Chapel Hill - Carrboro,Orange,10/12/2022,78141,973581,2947
772,Chapel Hill - Carrboro,Orange,10/8/2022,78141,8158420,24302
773,Chapel Hill - Carrboro,Orange,10/5/2022,78141,3415335,9874
774,Chapel Hill - Carrboro,Orange,10/1/2022,78141,10827933,33461
775,Chapel Hill - Carrboro,Orange,9/28/2022,78141,9730440,29626
776,Chapel Hill - Carrboro,Orange,9/24/2022,78141,4350768,12757
777,Chapel Hill - Carrboro,Orange,9/21/2022,78141,11029632,32113
778,Chapel Hill - Carrboro,Orange,9/17/2022,78141,12256111,35937
779,Chapel Hill - Carrboro,Orange,9/14/2022,78141,13952910,37749
780,Chapel Hill - Carrboro,Orange,9/10/2022,78141,5898720,16043
781,Chapel Hill - Carrboro,Orange,9/7/2022,78141,5157707,15588
782,Chapel Hill - Carrboro,Orange,9/3/2022,78141,13922629,39587
783,Chapel Hill - Carrboro,Orange,8/31/2022,78141,38199654,102011
784,Chapel Hill - Carrboro,Orange,8/27/2022,78141,30973119,86168
785,Chapel Hill - Carrboro,Orange,8/24/2022,78141,23581717,62249
786,Chapel Hill - Carrboro,Orange,8/20/2022,78141,19331811,57009
787,Chapel Hill - Carrboro,Orange,8/17/2022,78141,11521224,31881
788,Chapel Hill - Carrboro,Orange,8/13/2022,78141,28286795,83179
789,Chapel Hill - Carrboro,Orange,8/10/2022,78141,13692300,40149
790,Chapel Hill - Carrboro,Orange,8/6/2022,78141,23784334,65551
791,Chapel Hill - Carrboro,Orange,8/3/2022,78141,19291956,50156
792,Chapel Hill - Carrboro,Orange,7/30/2022,78141,40621107,102011
793,Chapel Hill - Carrboro,Orange,7/26/2022,78141,20842928,63087
794,Chapel Hill - Carrboro,Orange,7/23/2022,78141,11724031,34135
795,Chapel Hill - Carrboro,Orange,7/20/2022,78141,14410924,45073
796,Chapel Hill - Carrboro,Orange,7/16/2022,78141,4754399,14870
797,Chapel Hill - Carrboro,Orange,7/13/2022,78141,10324153,30533
798,Chapel Hill - Carrboro,Orange,7/9/2022,78141,14667649,44396
799,Chapel Hill - Carrboro,Orange,7/6/2022,78141,18965512,67500
800,Chapel Hill - Carrboro,Orange,7/2/2022,78141,9449766,29246
801,Chapel Hill - Carrboro,Orange,6/29/2022,78141,11137264,32703
802,Chapel Hill - Carrboro,Orange,6/25/2022,78141,10134604,32285
803,Chapel Hill - Carrboro,Orange,6/22/2022,78141,9751797,34119
804,Chapel Hill - Carrboro,Orange,6/18/2022,78141,8096583,23310
805,Chapel Hill - Carrboro,Orange,6/15/2022,78141,20281267,43430
806,Chapel Hill - Carrboro,Orange,6/11/2022,78141,20642650,44249
807,Chapel Hill - Carrboro,Orange,6/8/2022,78141,15617107,50929
808,Chapel Hill - Carrboro,Orange,6/4/2022,78141,16497724,48238
809,Chapel Hill - Carrboro,Orange,6/1/2022,78141,14061549,48540
810,Chapel Hill - Carrboro,Orange,5/28/2022,78141,14821310,42493
811,Chapel Hill - Carrboro,Orange,5/25/2022,78141,9106692,26552
812,Chapel Hill - Carrboro,Orange,5/21/2022,78141,20168924,64952
813,Chapel Hill - Carrboro,Orange,5/18/2022,78141,11717484,36373
814,Chapel Hill - Carrboro,Orange,5/14/2022,78141,18979161,60930
815,Chapel Hill - Carrboro,Orange,5/11/2022,78141,12891364,47183
816,Chapel Hill - Carrboro,Orange,5/7/2022,78141,20573057,60930
817,Chapel Hill - Carrboro,Orange,5/4/2022,78141,16294368,46267
818,Chapel Hill - Carrboro,Orange,4/30/2022,78141,21017784,63246
819,Chapel Hill - Carrboro,Orange,4/27/2022,78141,18708545,52472
820,Chapel Hill - Carrboro,Orange,4/23/2022,78141,25074359,68648
821,Chapel Hill - Carrboro,Orange,4/20/2022,78141,13674788,30750
822,Chapel Hill - Carrboro,Orange,4/15/2022,78141,30900705,87500
823,Chapel Hill - Carrboro,Orange,4/13/2022,78141,103054,0
824,Chapel Hill - Carrboro,Orange,4/9/2022,78141,14778271,38714
825,Chapel Hill - Carrboro,Orange,4/6/2022,78141,3336747,8969
826,Chapel Hill - Carrboro,Orange,4/2/2022,78141,6338319,15764
827,Chapel Hill - Carrboro,Orange,3/30/2022,78141,4423741,11906
828,Chapel Hill - Carrboro,Orange,3/26/2022,78141,526285,0
829,Chapel Hill - Carrboro,Orange,3/23/2022,78141,3201747,8441
830,Chapel Hill - Carrboro,Orange,3/19/2022,78141,2319369,2622
831,Chapel Hill - Carrboro,Orange,3/16/2022,78141,420185,0
832,Chapel Hill - Carrboro,Orange,3/12/2022,78141,2057840,5303
833,Chapel Hill - Carrboro,Orange,3/9/2022,78141,1900398,5494
834,Chapel Hill - Carrboro,Orange,3/5/2022,78141,263692,0
835,Chapel Hill - Carrboro,Orange,3/2/2022,78141,4410334,12437
836,Chapel Hill - Carrboro,Orange,2/26/2022,78141,1764684,5123
837,Chapel Hill - Carrboro,Orange,2/23/2022,78141,4032881,11579
838,Chapel Hill - Carrboro,Orange,2/19/2022,78141,5501782,15951
839,Chapel Hill - Carrboro,Orange,2/16/2022,78141,7102910,20976
840,Chapel Hill - Carrboro,Orange,2/12/2022,78141,6161963,16937
841,Chapel Hill - Carrboro,Orange,2/9/2022,78141,3725957,9437
842,Chapel Hill - Carrboro,Orange,2/5/2022,78141,9925003,27875
843,Chapel Hill - Carrboro,Orange,2/2/2022,78141,14358381,40326
844,Chapel Hill - Carrboro,Orange,1/29/2022,78141,22146223,61695
845,Chapel Hill - Carrboro,Orange,1/26/2022,78141,19557966,51235
846,Chapel Hill - Carrboro,Orange,1/22/2022,78141,33764910,85000
